fuente,id_articulo,titulo,texto_articulo
30 cm max
Demarcación Elevada Demarcación
(Tacha) Plana Sentido del Tránsito
Separación vía doble sentido con restricción de adelantamiento en ambos sentidos con una
separación de tachas = p, según patrón de la Tabla 3-3.
3.11.3. Líneas centrales continuas dobles
que separan flujos opuestos
Las líneas centrales continuas dobles consisten en dos líneas amarillas paralelas
claramente separadas. Ver Figuras 3-9 y 3-12. Se emplean en calzadas con
doble sentido de tránsito, en donde la visibilidad en la vía se ve reducida por
curvas, pendientes u otros, impidiendo efectuar adelantamientos o virajes a la
izquierda en forma segura en ambas direcciones.
En vías de doble sentido de 4 o más carriles, donde el número de carriles por
sentido es igual, el eje central debe estar siempre demarcado con líneas amarillas
centrales continuas dobles.
En curvas que requieren un sobre ancho, las líneas amarillas de eje central
continuas dobles, excepcionalmente, pueden no ser paralelas para adaptarlas
a la geometría del camino, siempre que se mantengan claramente separadas.
La demarcación elevada para complementar estas demarcaciones debe ser
de color amarillo e instalarse fuera o dentro de las 2 líneas continuas, ver
Figuras 3-7 a 3-10, manteniendo una distancia uniforme entre ellas, la que
normalmente será la mitad del patrón utilizado para líneas segmentadas. En
situaciones especiales se pueden colocar con menor distanciamiento entre ellas
para enfatizar la doble línea.
CAPÍTULO 3 - DEMARCACIONES
-373-
3.11.4. Líneas centrales mixtas que separan flujos opuestos
Las líneas centrales mixtas consisten en dos líneas amarillas paralelas, una
continua y la otra segmentada, de un ancho mínimo de 12 cm cada una
claramente separadas. La línea continua se emplea para indicar la prohibición
de adelantar y girar a la izquierda para el sentido del tránsito más próximo
a ella, sin restringir al otro sentido. En las Figuras 3-7 y 3-8 se muestra esta
combinación de demarcaciones.
3.12. LÍNEAS QUE SEPARAN CARRILES
Estas líneas que son de color blanco, se utilizan para delimitar los carriles que
conducen el tránsito en una misma dirección. También cumplen la función de
ordenar el tráfico e incrementar la eficiencia del uso de una red vial urbana en
sitios en donde se presentan congestiones.
Para indicar que el cambio del carril se puede realizar sin afrontar riesgo, se usa
una línea blanca segmentada; de lo contrario, debe ser continua.
Las líneas de carril tienen un ancho mínimo de 12 cm y máximo de 20 cm;
excepcionalmente son de 40 cm cuando se utilizan para delimitar ciclo bandas.
3.12.1. Líneas de carriles segmentadas
La relación entre el tramo demarcado y la brecha de una línea de carril
segmentada varía según la velocidad máxima de la vía, como se muestra en la
Tabla 3-3.
Así, para una vía con velocidad máxima inferior o igual a 60 km/h se debe
usar un patrón de 8 m y una relación 3 a 5, lo que se traduce en líneas de 3 m
demarcados seguidas de 5 m sin demarcar.
La demarcación elevada debe ser de color blanco o blanco-rojo e instalarse
centrada en todas las brechas o brecha por medio. Ver Figura 3-13 y 3-14.
3.12.2. Líneas de carril continuas
Cuando por razones de seguridad se quiere restringir el cruzar entre carriles se
debe aplicar una línea continua. Ver Figura 3-15 y 3-16.
Las líneas de carril deben ser continuas 15 m a 20 m antes de la línea de
detención de un cruce controlado por la señal CEDA EL PASO o PARE y 12 m a
15 m en accesos a cruces semaforizados.
Las líneas de carril continuas también se utilizan para segregar ciclo bandas y
carriles SOLO BUS del resto del flujo vehicular.
-374- CAPÍTULO 3 - DEMARCACIONES
Figura 3-13 Líneas de Carril Segmentada Caso 1
Demarcación
Sentido del Tránsito
Plana
p
p
Demarcación Elevada
(Tacha) Sentido del Tránsito
Separación entre carriles del mismo sentido con un patrón de demarcaciones segmentadas
en la vía = p, una separación normal entre tachas = p.
Figura 3-14 Líneas de Carril Segmentada Caso 2
Sentido del Tránsito Demarcación
Plana
2p
p
Demarcación Elevada
(Tacha) Sentido del Tránsito
Separación entre carriles del mismo sentido con un patrón de demarcaciones segmentadas
en la vía = p, una separación normal entre tachas = 2p.
Figura 3-15 Líneas de Carril Continua Caso 3
Sentido del Tránsito Demarcación
Plana
p
Demarcación Elevada
(Tacha) Sentido del Tránsito
Separación entre carriles del mismo sentido con restricción de cruzar con una separación
normal entre tachas = p.
Figura 3-16 Líneas de Carril Continua Caso 4
Sentido del Tránsito Demarcación
Plana
2p
Demarcación Elevada
(Tacha) Sentido del Tránsito
Separación entre carriles del mismo sentido con una separación normal entre tachas = 2p.
CAPÍTULO 3 - DEMARCACIONES
-375-
3.12.3. Demarcación de continuidad de carriles en intersecciones
Existen vías urbanas que en ciertas intersecciones presentan situaciones
complejas, como desalineamientos entre la entrada y salida del cruce. En
estos casos se pueden extender las líneas de carriles de la vía, atravesando la
intersección, con líneas segmentadas, lo que permite guiar apropiadamente al
usuario, facilitando un flujo más ordenado y seguro.
Dentro de la intersección, dichas líneas de carril deben tener un patrón de 2 m,
1 m demarcado seguido de 1 m de brecha, como se muestra en la Figura 3-17.
Para asegurar la efectividad de este tipo de demarcación se debe demarcar los
carriles de una sola de las vías que cruzan la intersección.
Esta demarcación no debe reforzarse con demarcación elevada.
Figura 3-17 Demarcaciones de Continuidad
de Carriles en Intersección
-376- CAPÍTULO 3 - DEMARCACIONES
3.12.4. Definición de Zonas de NO ADELANTAR
Estas demarcaciones sirven para delimitar longitudinalmente las zonas en
las cuales el adelantamiento está prohibido en uno u otro sentido o en
ambos a la vez, lo que se indicará por las características especiales de la
demarcación central.
Deberán demarcarse las zonas de adelantamiento prohibido en tramos de
recta, curva horizontal, curva vertical (Figura 3-18), en donde la distancia
de visibilidad para efectuar la maniobra de adelantamiento es mayor que la
distancia de visibilidad del sector, teniendo en cuenta la velocidad del 85%
(percentil 85) de los usuarios, determinada mediante un estudio de ingeniería
de tránsito, o la velocidad de diseño del sector, para vías nuevas.
Para demarcar zonas de adelantamiento prohibido en curvas verticales (Figura
3-18) y curvas horizontales (Figura 3-19), en el evento de que la longitud de la
zona de adelantamiento prohibido resulte inferior a la indicada, se adelantará
el inicio de la zona de prohibición, hasta alcanzar esta longitud de acuerdo con
lo establecido en la Tabla 3.4.
La definición de las zonas de adelantamiento prohibido se deberá hacer
mediante un chequeo en planos, tanto en planta como en perfil, teniendo en
cuenta los siguientes criterios:
● En perfil: La altura del ojo del conductor y del vehículo que se acerca se
mide a 1,2 m de la superficie del pavimento (Figura 3-18)
● En planta: La visual de los conductores se ubica a 0,5 m a la derecha de la
línea de eje de la vía, en cada sentido de circulación (Figura 3-19)
La distancia mínima de visibilidad de adelantamiento y la longitud mínima
de la línea de adelantamiento prohibido se calcularán de acuerdo con la
velocidad de operación del tramo, teniendo en cuenta lo establecido en
la Tabla 3.4.
Tabla 3-4 Distancia de adelantamiento
Distancia mínima Longitud mínima
Velocidad
de visibilidad de adelantamiento
(km/h)
de adelantamiento (m) prohibido (m)
30 80 30
40 140 35
50 150 40
60 170 45
70 210 55
80 240 60
100 324 80
120 400 100
CAPÍTULO 3 - DEMARCACIONES
-377-
Figura 3-18 Zona de No Adelantar Curva Vertical
A B C D
Distanc d ia e M A í d n e im lan a t d a e m v ie is n ib to
ilidad Dista
d n e c i A a d M e í l n a i n m ta a m d i e e n vi t s o ibilidad
Línea
de
Visibilidad
Línea
Z o
d
n
e
a
V
d
is
e
ib
a
il
d
id
e
a
la
d
ntamiento
Prohibido
de A
hasta C Zona de
adelantamiento
Prohibido
de D hasta B
Figura 3-19 Zona de No Adelantar Curva Horizontal
B
C
A
Distancia de
Visibilidad
Zo P n r a o d h e ib A id d o e d la e n A ta h m a ie st n a t o B P Z r o o n h a ib d id e o A d d e e D la n h t a a s m ta i e
C
n to D
3.13. LÍNEAS DE BORDE DE PAVIMENTO
Estas líneas indican a los conductores, especialmente en condiciones de
visibilidad reducida, dónde se encuentra el borde exterior del pavimento,
lo que les permite posicionarse correctamente respecto de éste y así tener
-378- CAPÍTULO 3 - DEMARCACIONES
menor probabilidad de invadir un carril en contraflujo. Cuando un conductor
es encandilado por un vehículo que transita en el sentido contrario, estas
demarcaciones son a veces la única orientación con que aquél cuenta, por lo
que son imprescindibles en vías rurales.
Estas líneas separan la berma de los carriles de circulación, indicando el borde
exterior del pavimento. Ver Figuras 3-21 y 3-25. Normalmente son colocadas en
el pavimento aproximadamente a 5 cm de la berma o el sardinel.
En todas las vías urbanas que no cuenten con sardineles y en las vías arteriales
o de jerarquía superior, se deben delimitar los bordes exteriores del pavimento.
En vías locales, la marcación de la línea de borde del pavimento se limita a las
que no disponen de bordes de sardinel. En los túneles y puentes se deben
marcar siempre las líneas de borde de pavimento.
También se debe utilizar esta demarcación en áreas urbanas cuando las
características geométricas de la vía generan condiciones de riesgo, como
curvas cerradas, variaciones de ancho de calzada o cuando no existe iluminación
apropiada.
En vías rurales con ancho de calzada menor a 5.5 m, donde resulta difícil
conducir un vehículo sin invadir continuamente el carril de sentido de circulación
contrario, se deben demarcar solamente los bordes exteriores del pavimento.
También, excepcionalmente, pueden demarcarse líneas de borde de pavimento
de color azul en las aproximaciones a hospitales, clínicas y centros de atención
médica. Éstas se pintan en las vías que conducen a tales sitios, desde una
distancia aproximada de 500 m. En los casos en que se prefiera mantener estas
líneas con color blanco, se deben instalar tachas retrorreflectivas bidireccionales
de color azul, separadas entre sí 3 m.
Cuando las líneas continuas de borde de pavimento se refuerzan con
demarcaciones elevadas, éstas deben colocarse al exterior de la línea de
demarcación plana. El espacio entre estas demarcaciones elevadas debe ser la
mitad del largo del patrón de la demarcación segmentada y así no confundir
estas con una línea segmentada. Es decir, si el patrón de la línea segmentada
es de 12 metros, se debe colocar una demarcación elevada cada 6 metros. Ver
Figuras 3-20 a 3-25.
Figura 3-20 Línea de Borde de Pavimento Caso 1
Demarcación
Sentido del Tránsito
Plana
Demarcación Elevada
(Tacha) ½ p
Separación con línea blanca entre carril y berma derecha con un patrón de demarcaciones
segmentadas en la vía = p, una separación normal entre tachas = p.
CAPÍTULO 3 - DEMARCACIONES
-379-
Figura 3-21 Línea de Borde de Pavimento Caso 2
Demarcación
Sentido del Tránsito
Plana
p Demarcación Elevada
(Tacha)
Separación con línea blanca entre carril y berma derecha con una separación entre tachas = p,
según patrón de la Tabla 3-3.
Figura 3-22 Línea de Borde de Pavimento Caso 3
Demarcación Elevada
Demarcación (Tacha)
Plana
2p
Sentido del Tránsito
Separación con línea amarilla entre carril y berma izquierda con una separación entre tachas
= 2p, según patrón de la Tabla 3-3.
Figura 3-23 Línea de Borde de Pavimento Caso 4
Demarcación Elevada
Demarcación (Tacha)
Plana
½ p
Sentido del Tránsito
Separación con línea amarilla entre carril y berma izquierda con una separación entre tachas
= ½p, según patrón de la Tabla 3-3.
Figura 3-24 Línea de Borde de Pavimento Caso 5
Demarcación Elevada
(Tacha)
Demarcación
Plana
p
Sentido del Tránsito
Separación con línea amarilla entre carril y berma izquierda con una separación entre tachas
= p, según patrón de la Tabla 3-3.
-380- CAPÍTULO 3 - DEMARCACIONES
Figura 3-25 Línea de Borde de Pavimento Caso 6
Demarcación Elevada
Demarcación (Tacha)
Plana
2p
Sentido del Tránsito
Separación con línea amarilla entre carril y berma izquierda con una separación entre tachas
= 2p, según patrón de la Tabla 3-3.
3.13.1. Líneas Segmentadas de Borde de Calzada
Las líneas segmentadas de borde de calzada se emplean para limitar el ancho
disponible de calzada en accesos a intersecciones con boca muy ancha,
para delimitar ensanchamientos de calzada destinados al estacionamiento o
detención de vehículos, o para delimitar carriles de desaceleración de salida o
aceleración de entradas en enlaces de autopistas y carreteras. Ver Figura 3-26.
Estas líneas son de color blanco, intermitentes con tramos de un metro (1,0 m),
separados un metro (1,0 m) y con un ancho de 0,2 m. Podrán ser reforzadas
con una tacha entre las líneas.
Figura 3-26 Líneas Segmentadas de Borde de Calzada
1 m
0,2 m 0,3 m
1 m
Pista de Aceleración
Transición
0,2 m 1 m
0,3 m
1 m
CAPÍTULO 3 - DEMARCACIONES
-381-
3.14. TRANSICIONES POR REDUCCIÓN DE CARRILES
